,Himmelblau_solution_pso_0,Himmelblau_solution_de_0,Himmelblau_solution_ga_0,Himmelblau_solution_pso_1,Himmelblau_solution_de_1,Himmelblau_solution_ga_1,Himmelblau_solution_pso_2,Himmelblau_solution_de_2,Himmelblau_solution_ga_2,Himmelblau_solution_pso_3,Himmelblau_solution_de_3,Himmelblau_solution_ga_3,Himmelblau_solution_pso_4,Himmelblau_solution_de_4,Himmelblau_solution_ga_4,Himmelblau_solution_pso_5,Himmelblau_solution_de_5,Himmelblau_solution_ga_5,Himmelblau_solution_pso_6,Himmelblau_solution_de_6,Himmelblau_solution_ga_6,Himmelblau_solution_pso_7,Himmelblau_solution_de_7,Himmelblau_solution_ga_7,Himmelblau_solution_pso_8,Himmelblau_solution_de_8,Himmelblau_solution_ga_8,Himmelblau_solution_pso_9,Himmelblau_solution_de_9,Himmelblau_solution_ga_9,Himmelblau_solution_pso_10,Himmelblau_solution_de_10,Himmelblau_solution_ga_10,Himmelblau_solution_pso_11,Himmelblau_solution_de_11,Himmelblau_solution_ga_11,Himmelblau_solution_pso_12,Himmelblau_solution_de_12,Himmelblau_solution_ga_12,Himmelblau_solution_pso_13,Himmelblau_solution_de_13,Himmelblau_solution_ga_13,Himmelblau_solution_pso_14,Himmelblau_solution_de_14,Himmelblau_solution_ga_14,Himmelblau_solution_pso_15,Himmelblau_solution_de_15,Himmelblau_solution_ga_15,Himmelblau_solution_pso_16,Himmelblau_solution_de_16,Himmelblau_solution_ga_16,Himmelblau_solution_pso_17,Himmelblau_solution_de_17,Himmelblau_solution_ga_17,Himmelblau_solution_pso_18,Himmelblau_solution_de_18,Himmelblau_solution_ga_18,Himmelblau_solution_pso_19,Himmelblau_solution_de_19,Himmelblau_solution_ga_19,Himmelblau_solution_pso_20,Himmelblau_solution_de_20,Himmelblau_solution_ga_20,Himmelblau_solution_pso_21,Himmelblau_solution_de_21,Himmelblau_solution_ga_21,Himmelblau_solution_pso_22,Himmelblau_solution_de_22,Himmelblau_solution_ga_22,Himmelblau_solution_pso_23,Himmelblau_solution_de_23,Himmelblau_solution_ga_23,Himmelblau_solution_pso_24,Himmelblau_solution_de_24,Himmelblau_solution_ga_24,Himmelblau_solution_pso_25,Himmelblau_solution_de_25,Himmelblau_solution_ga_25,Himmelblau_solution_pso_26,Himmelblau_solution_de_26,Himmelblau_solution_ga_26,Himmelblau_solution_pso_27,Himmelblau_solution_de_27,Himmelblau_solution_ga_27,Himmelblau_solution_pso_28,Himmelblau_solution_de_28,Himmelblau_solution_ga_28,Himmelblau_solution_pso_29,Himmelblau_solution_de_29,Himmelblau_solution_ga_29
65,-29734.499285744336,-29911.89651162321,-27811.200592486377,-29454.892772989675,-29843.628879166557,-29182.242423341588,-30130.144824945055,-29735.69113662987,-29345.391778690282,-30005.650519898805,-30083.514575014127,-28368.042234031796,-29707.27312508543,-30013.100609750527,-27634.75041654954,-30424.868816190075,-29594.990186753937,-28247.64443943418,-29764.777464173814,-29811.717572245572,-29123.602186230695,-29195.280949224987,-30178.20160191304,-28738.085700201085,-30159.934039826047,-30084.778499311862,-28978.839374413546,-30034.008615056853,-30094.77635770262,-28330.465334683882,-30184.4893909736,-30087.11872836342,-29653.40070927497,-30278.491382860564,-30087.711608859376,-28279.98188113659,-29407.156829037187,-29933.75899387525,-29565.49510145116,-30181.842957164223,-29450.289105166295,-28459.36036987466,-30401.43444631001,-30085.290177391646,-29883.10232720244,-30166.641345022286,-30252.616628342614,-30180.41733505081,-29239.211716645492,-29572.872899831447,-28551.20465794589,-30320.11079806267,-30087.81879853882,-28155.306082552313,-29884.754025607428,-29789.458378689607,-29892.435174885024,-29710.067902053917,-30127.72101038132,-28559.84472428613,-29467.403503839865,-30153.398472014844,-28561.08648057333,-29663.11167771651,-29388.942752217925,-28379.60284955224,-30649.996682988934,-29575.013091800683,-29411.590929380967,-29407.14941743668,-30056.37540212471,-29304.501110387613,-30073.518010595053,-30326.087228670032,-28350.18988713406,-28155.1739394673,-30223.774029346663,-29622.242039368506,-29672.27592625944,-30190.26888136808,-29718.33098211627,-30184.97354865067,-29943.191983242934,-28330.217668724967,-30635.57735998734,-29948.921234830854,-29462.882246457448,-29897.915940355695,-29697.714508629026,-28136.13580678541
66,-29734.499285744336,-29911.89651162321,-27811.244080737823,-29454.892772989675,-29843.628879166557,-29182.242423341588,-30131.947399393517,-29735.69113662987,-29428.164083034368,-30005.650519898805,-30083.514575014127,-28368.042234031796,-29707.467920150844,-30013.100609750527,-27634.75041654954,-30424.868816190075,-29594.990186753937,-28247.64443943418,-29764.777464173814,-29815.397494626442,-29123.602186230695,-29195.280949224987,-30178.20160191304,-28738.085700201085,-30160.149942291224,-30084.778499311862,-29018.1076334119,-30034.008615056853,-30094.77635770262,-28330.465334683882,-30184.4893909736,-30087.11872836342,-29653.400681284184,-30281.83798575498,-30087.711608859376,-28279.98188113659,-29407.156829037187,-29933.75899387525,-29565.49510145116,-30181.962091003934,-29629.589832622936,-28459.73124563476,-30401.65893125125,-30085.290177391646,-29883.910400550612,-30166.641345022286,-30252.616628342614,-30180.41733505081,-29268.40975896037,-29572.872899831447,-28551.2006643635,-30330.542178076143,-30087.81879853882,-28155.306082552313,-29886.106505989927,-29789.458378689607,-29892.435174885024,-29710.067902053917,-30127.72101038132,-28836.325973938783,-29467.403503839865,-30153.398472014844,-28561.08648057333,-29663.11167771651,-29388.942752217925,-28379.622438405655,-30649.996682988934,-29575.013091800683,-29411.590929380967,-29407.14941743668,-30056.37540212471,-29304.686329847413,-30084.409220127323,-30326.087228670032,-28350.707119114515,-28155.1739394673,-30223.774029346663,-29622.24217205074,-29674.411051166244,-30190.26888136808,-29718.33098211627,-30184.97354865067,-29943.191983242934,-28330.217668724967,-30637.071707600782,-29948.921234830854,-29462.882246457448,-29897.915940355695,-29697.714508629026,-28136.242796362705
67,-29734.499285744336,-29911.89651162321,-27811.244080737823,-29454.892772989675,-29843.628879166557,-29182.242423341588,-30133.09013985469,-29735.69113662987,-29428.164083034368,-30005.650519898805,-30083.514575014127,-28368.042234031796,-29707.467920150844,-30056.289210240517,-27634.750898816033,-30424.868816190075,-29611.059152168258,-28254.51400134169,-29764.777464173814,-29815.397494626442,-29123.76302911673,-29201.848517988616,-30178.20160191304,-28738.085700201085,-30161.279982766497,-30084.778499311862,-29018.117155180837,-30034.008615056853,-30094.77635770262,-28330.465334683882,-30184.4893909736,-30087.11872836342,-29653.400681284184,-30281.83798575498,-30087.711608859376,-28279.98188113659,-29407.156829037187,-29933.75899387525,-29565.49510145116,-30182.22420989814,-29629.589832622936,-28461.16231935388,-30401.83851843061,-30085.290177391646,-29883.910400550612,-30166.641345022286,-30252.616628342614,-30180.506143709732,-29291.723936081587,-29594.826157463955,-28551.2006643635,-30338.87306434156,-30087.81879853882,-28155.306082552313,-29887.188388226754,-29831.171822290307,-29892.435174885024,-29710.067902053917,-30127.72101038132,-28836.32614049252,-29467.403503839865,-30153.398472014844,-28575.585494286745,-29663.11167771651,-29388.942752217925,-28379.623128290812,-30649.996682988934,-29649.433647649286,-29411.590952853192,-29407.14941743668,-30056.37540212471,-29304.686329847413,-30093.585640074998,-30326.087228670032,-28350.707145408065,-28155.1739394673,-30223.774029346663,-29622.24217205074,-29674.411051166244,-30190.26888136808,-29718.33098211627,-30185.039217773112,-29992.03358856529,-28463.35747848733,-30638.84509305639,-29948.921234830854,-29462.882246457448,-29897.915940355695,-29697.714508629026,-28136.242796362705
68,-29734.499285744336,-29911.89651162321,-27812.170622783866,-29454.892772989675,-29843.628879166557,-29182.402157550714,-30133.09013985469,-29738.488550264035,-29428.164083034368,-30006.958716323636,-30083.514575014127,-28368.515444498516,-29707.467920150844,-30056.289210240517,-27634.750898816033,-30424.868816190075,-29611.059152168258,-28254.51400134169,-29764.777464173814,-29815.397494626442,-29123.76302911673,-29201.848517988616,-30178.20160191304,-28749.938056480805,-30163.157034911776,-30084.778499311862,-29018.117155180837,-30034.034168453923,-30094.77635770262,-28330.465334683882,-30184.4893909736,-30273.966732203462,-29653.40070927497,-30281.83798575498,-30087.711608859376,-28279.98188113659,-29407.156829037187,-29933.75899387525,-29565.49510145116,-30182.433870974233,-29629.589832622936,-28461.16231935388,-30402.196674539966,-30085.290177391646,-29883.910400550612,-30166.641345022286,-30261.035233814026,-30180.506346925933,-29310.346953470922,-29594.826157463955,-28553.075024327598,-30345.52867399686,-30087.81879853882,-28155.306082552313,-29888.14057533609,-29976.098089819632,-29892.435174885024,-29710.067902053917,-30127.72101038132,-28838.743989994793,-29467.403503839865,-30153.398472014844,-28575.585494286745,-29663.18027993521,-29388.942752217925,-28379.623128290812,-30649.996682988934,-29649.433647649286,-29411.823894969144,-29407.14941743668,-30056.37540212471,-29304.686329847413,-30102.129702439008,-30326.087228670032,-28350.707145408065,-28155.94677087463,-30223.774029346663,-29622.24217205074,-29674.411051166244,-30190.26888136808,-29718.331050774148,-30185.144257868396,-29992.03358856529,-28330.217668724967,-30638.84509305639,-29948.921234830854,-29463.297556753398,-29897.915940355695,-29697.714508629026,-28136.242796362705
69,-29734.499285744336,-29911.89651162321,-27812.170622783866,-29454.892772989675,-29843.628879166557,-29182.402157550714,-30133.604584757835,-29738.488550264035,-29428.164083034368,-30006.958716323636,-30083.514575014127,-28368.515444498516,-29707.59206124946,-30056.289210240517,-27634.750898816033,-30425.459994804893,-29611.059152168258,-28254.514967070147,-29764.777464173814,-29821.804090690617,-29123.76302911673,-29204.505102887233,-30178.20160191304,-28757.97691609723,-30166.954139413258,-30084.778499311862,-29018.117155180837,-30034.034168453923,-30114.16466743992,-28330.465334683882,-30184.4893909736,-30273.966732203462,-29653.40081563997,-30282.406088781412,-30087.711608859376,-28279.98188113659,-29407.156829037187,-29933.75899387525,-29565.49510145116,-30182.601578049973,-29629.589832622936,-28461.16231935388,-30402.196674539966,-30085.290177391646,-29883.910400550612,-30166.641345022286,-30261.035233814026,-30181.29647797672,-29325.2272398255,-29594.826157463955,-28553.075024327598,-30350.847338132604,-30087.81879853882,-28155.306082552313,-29889.071853077076,-30015.592970018242,-29892.435224598852,-29710.067902053917,-30127.72101038132,-28838.743989994793,-29467.403503839865,-30153.398472014844,-28575.585494286745,-29663.70742372016,-29388.942752217925,-28379.623128290812,-30649.996682988934,-29649.433647649286,-29411.823894969144,-29407.14941743668,-30056.37540212471,-29304.686329847413,-30108.95653166835,-30326.087228670032,-28353.793649925232,-28155.94677087463,-30223.774029346663,-29622.24217205074,-29674.73714382856,-30190.26888136808,-29718.331050774148,-30185.144257868396,-29992.03358856529,-28330.227099005584,-30638.84509305639,-29948.921234830854,-29463.297556753398,-29897.915940355695,-29697.714508629026,-28136.242796362705
70,-29734.499285744336,-29911.89651162321,-27812.170622783866,-29454.892772989675,-29843.628879166557,-29182.402157550714,-30135.60861273291,-29740.97460440397,-29428.164083034368,-30008.439233717785,-30083.514575014127,-28368.515444498516,-29707.59206124946,-30056.289210240517,-27634.750898816033,-30426.431252655544,-29634.53678471798,-28254.514967070147,-29764.777464173814,-29821.804090690617,-29123.76302911673,-29207.9434554248,-30178.20160191304,-28768.845373099644,-30167.720221812124,-30084.778499311862,-29018.117155180837,-30034.24489752262,-30114.16466743992,-28330.763492885286,-30184.4893909736,-30273.966732203462,-29653.401748692566,-30283.79322012901,-30087.711608859376,-28279.98188113659,-29407.156829037187,-30106.175227391468,-29565.49510145116,-30182.736620789452,-29629.589832622936,-28461.16332739054,-30402.405119775336,-30085.290177391646,-29883.910400550612,-30166.641345022286,-30261.035233814026,-30181.38527196593,-29353.987872925783,-29601.578656536592,-28565.4550287998,-30366.474754141447,-30087.81879853882,-28155.306082552313,-29890.488317821088,-30015.592970018242,-29892.435224598852,-29710.067902053917,-30127.72101038132,-28838.744172091156,-29467.403503839865,-30153.398472014844,-28575.585555329533,-29663.70742372016,-29388.942752217925,-28379.623128290812,-30649.996682988934,-29649.433647649286,-29411.823894969144,-29407.14941743668,-30056.37540212471,-29304.686329847413,-30118.380853543647,-30326.087228670032,-28353.793649925232,-28155.94677087463,-30223.774029346663,-29622.24217205074,-29676.656265738784,-30190.26888136808,-29718.331050774148,-30185.144257868396,-29992.03358856529,-28330.227099005584,-30639.087977167987,-29948.921234830854,-29463.29793327533,-29897.915940355695,-29697.714508629026,-28136.242796362705
71,-29734.499285744336,-29928.95823143761,-27835.133585954653,-29454.892772989675,-29843.628879166557,-29182.402157550714,-30135.60861273291,-29740.97460440397,-29428.164083034368,-30008.5478974425,-30083.514575014127,-28368.81158085033,-29707.59206124946,-30056.289210240517,-27634.750898816033,-30428.805344949367,-29636.761660019754,-28254.514967070147,-29764.777464173814,-29821.804090690617,-29123.76302911673,-29212.284011873588,-30178.20160191304,-28780.697729379364,-30167.720221812124,-30084.778499311862,-29018.117155180837,-30034.24489752262,-30183.065395091115,-28330.763492885286,-30184.4893909736,-30273.966732203462,-29653.401855057564,-30283.79322012901,-30087.711608859376,-28279.98188113659,-29407.156829037187,-30106.175227391468,-29565.495117614508,-30182.887630130193,-29629.589832622936,-28461.16332739054,-30402.598780133118,-30085.290177391646,-29883.911558697786,-30166.641345022286,-30261.035233814026,-30181.38527196593,-29377.292078299462,-29614.361199736763,-28565.679099283,-30366.474754141447,-30087.81879853882,-28155.306082552313,-29891.62137918606,-30015.592970018242,-29892.435224598852,-29710.067902053917,-30127.72101038132,-28838.744172091156,-29467.403503839865,-30157.459105967228,-28575.585555329533,-29663.70742372016,-29390.943670986977,-28379.623128290812,-30649.996682988934,-29690.033032684005,-29411.823894969144,-29407.14941743668,-30056.37540212471,-29305.388228429794,-30127.396813062172,-30326.087228670032,-28353.793649925232,-28155.94677087463,-30223.774029346663,-29622.24217205074,-29678.18806856477,-30190.26888136808,-29718.331050774148,-30185.19298101646,-30015.77898165623,-28330.227099005584,-30639.087977167987,-29948.921234830854,-29463.29793327533,-29897.915940355695,-29699.508845892058,-28136.242796362705
72,-29734.499285744336,-29928.95823143761,-27835.133585954653,-29454.892772989675,-29873.48944626994,-29182.402157550714,-30135.60861273291,-29751.263013366446,-29428.980918052985,-30009.152538488073,-30083.514575014127,-28368.81158085033,-29707.616376134774,-30083.67323683296,-27634.9283435724,-30429.93832545408,-29648.53384730482,-28296.15412475528,-29764.777464173814,-29821.804090690617,-29123.76302911673,-29215.755357734655,-30178.20160191304,-28780.697729379364,-30167.720221812124,-30084.778499311862,-29018.117155180837,-30034.24489752262,-30183.065395091115,-28330.763492885286,-30184.4893909736,-30273.966732203462,-29653.65499429753,-30283.79322012901,-30087.711608859376,-28279.98188113659,-29407.156829037187,-30106.175227391468,-29565.49510145116,-30183.147219102688,-29629.589832622936,-28461.16332739054,-30402.831109317907,-30085.290177391646,-29883.911558697786,-30166.641345022286,-30261.035233814026,-30181.38527196593,-29408.713874497844,-29652.871914189214,-28565.679099283,-30370.928083273568,-30101.7860444348,-28155.306082552313,-29893.599544700366,-30098.200631702304,-29892.435224598852,-29710.067902053917,-30127.72101038132,-28838.772545326363,-29467.74443493827,-30157.459105967228,-28575.585555329533,-29663.70742372016,-29392.341457510098,-28379.623128290812,-30649.996682988934,-29690.033032684005,-29411.823894969144,-29407.14941743668,-30056.37540212471,-29305.10400043633,-30144.64427379751,-30326.087228670032,-28353.793830932213,-28155.94677087463,-30223.774029346663,-29622.24217205074,-29679.411274216152,-30190.26888136808,-29718.331050774148,-30185.403170991107,-30015.77898165623,-28330.227099005584,-30640.48543746175,-29948.921234830854,-29463.29793327533,-29897.915940355695,-29738.454887538326,-28136.242796362705
73,-29734.756785357036,-29941.703739629822,-27835.133585954653,-29454.892772989675,-29873.48944626994,-29182.40479526225,-30135.60861273291,-29755.76510203018,-29428.980918052985,-30009.505862508442,-30083.514575014127,-28386.854418069943,-29707.616376134774,-30083.67323683296,-27634.9283435724,-30429.93832545408,-29648.53384730482,-28296.15412475528,-29764.777464173814,-29821.804090690617,-29123.76302911673,-29218.531730872815,-30178.20160191304,-28780.697729379364,-30168.86396206834,-30084.778499311862,-29018.117155180837,-30034.24489752262,-30183.065395091115,-28330.763492885286,-30184.4893909736,-30273.966732203462,-29653.65499429753,-30283.79322012901,-30087.711608859376,-28279.98188113659,-29407.156829037187,-30106.175227391468,-29565.5020139765,-30183.147219102688,-29629.589832622936,-28461.16332739054,-30403.016972616737,-30085.290177391646,-29890.413127840104,-30166.641345022286,-30261.035233814026,-30181.38527196593,-29452.886419853152,-29723.701810402046,-28565.679121266643,-30374.95096336135,-30143.740002092498,-28155.306082552313,-29895.693205020725,-30098.200631702304,-29892.675862325334,-29710.067902053917,-30127.72101038132,-28838.777181967525,-29467.74443493827,-30157.459105967228,-28575.585555329533,-29663.870669027656,-29392.341457510098,-28379.6231336884,-30650.826887519317,-29697.3602017838,-29411.823894969144,-29407.14941743668,-30056.37540212471,-29305.10400043633,-30144.95862032585,-30326.087228670032,-28353.79392263331,-28155.95065890206,-30223.774029346663,-29622.24217205074,-29680.38840730724,-30190.26888136808,-29718.331050774148,-30185.403170991107,-30015.77898165623,-28330.22711604125,-30640.48543746175,-29948.921234830854,-29463.29793327533,-29897.915940355695,-29738.454887538326,-28136.242796362705
74,-29734.756785357036,-29941.703739629822,-27835.133585954653,-29454.892772989675,-29873.48944626994,-29182.40479526225,-30135.60861273291,-29755.76510203018,-29428.980918052985,-30010.39445225519,-30083.514575014127,-28386.854418069943,-29707.616376134774,-30083.67323683296,-27635.12949857572,-30431.089463304084,-29648.53384730482,-28296.15412475528,-29764.777464173814,-29823.283937582353,-29123.76302911673,-29220.752379110894,-30178.20160191304,-28780.69805802074,-30171.8664671081,-30084.778499311862,-29018.117155180837,-30034.24489752262,-30183.065395091115,-28330.763492885286,-30184.4893909736,-30273.966732203462,-29653.65499429753,-30284.96818503678,-30087.711608859376,-28311.178291343585,-29407.156829037187,-30106.175227391468,-29565.5020139765,-30183.147219102688,-29629.589832622936,-28461.239662154847,-30403.173361103232,-30085.290177391646,-29890.413127840104,-30166.641345022286,-30281.758051387125,-30181.38527196593,-29488.118679259584,-29723.701810402046,-28565.679121266643,-30384.198479442384,-30143.740002092498,-28155.306082552313,-29897.36786035576,-30098.200631702304,-29892.675862325334,-29710.067902053917,-30127.72101038132,-28838.777181967525,-29467.74443493827,-30157.459105967228,-28575.625373641597,-29663.870669027656,-29394.65720246668,-28385.76071887126,-30650.826887519317,-29697.3602017838,-29411.823894969144,-29407.14941743668,-30058.163130791705,-29305.10400043633,-30152.65301215552,-30326.087228670032,-28353.797407043137,-28155.95065890206,-30323.93627084064,-29622.24217205074,-29681.169197664898,-30190.26888136808,-29719.071088846387,-30185.403170991107,-30015.77898165623,-28330.22711604125,-30640.48543746175,-29948.921234830854,-29463.29793327533,-29897.915940355695,-29738.454887538326,-28137.488660750536
75,-29734.756785357036,-29941.703739629822,-27835.133585954653,-29454.892772989675,-29925.69502196561,-29182.40480032177,-30135.60861273291,-29756.8933107369,-29428.980918052985,-30010.714625234847,-30083.514575014127,-28386.854418069943,-29707.710927132935,-30083.67323683296,-27635.306943332085,-30431.089463304084,-29648.53384730482,-28296.15412475528,-29764.777464173814,-29851.575492983313,-29123.76302911673,-29222.528609526995,-30178.20160191304,-28780.69805802074,-30171.8664671081,-30084.778499311862,-29018.117155180837,-30034.24489752262,-30183.065395091115,-28331.54153704511,-30184.4893909736,-30273.966732203462,-29653.65499429753,-30284.96818503678,-30087.711608859376,-28311.178291343585,-29407.156829037187,-30106.175227391468,-29565.5020139765,-30183.15843636152,-29712.831403641456,-28461.507988432113,-30403.27747749606,-30085.290177391646,-29928.34372070331,-30166.641345022286,-30281.758051387125,-30181.38527196593,-29516.236789582923,-29723.701810402046,-28565.679121266643,-30391.62988765443,-30146.877628482296,-28155.306082552313,-29899.776561297607,-30098.200631702304,-29892.675862325334,-29710.09479117332,-30127.72101038132,-28838.777181967525,-29468.00628227531,-30157.459105967228,-28575.623570118696,-29663.870669027656,-29394.65720246668,-28385.76071887126,-30650.826887519317,-29697.3602017838,-29411.823894969144,-29407.14941743668,-30058.163130791705,-29305.10400043633,-30164.13847562405,-30326.087228670032,-28353.797407043137,-28155.95065890206,-30323.93627084064,-29622.24217205074,-29681.793243637287,-30190.26888136808,-29719.071088846387,-30185.403170991107,-30015.77898165623,-28330.227516761257,-30641.857002368757,-29948.921234830854,-29463.29793327533,-29897.915940355695,-29738.454887538326,-28137.488660750536
76,-29735.522916157715,-30028.9197002808,-27835.133585954653,-29454.892772989675,-29925.69502196561,-29182.40480032177,-30135.60861273291,-29756.8933107369,-29428.980918052985,-30011.18261974825,-30083.514575014127,-28386.854418069943,-29707.80214459562,-30083.67323683296,-27635.306943332085,-30431.089463304084,-29648.53384730482,-28296.15412475528,-29764.777464173814,-29851.575492983313,-29123.76302911673,-29226.06267722168,-30178.20160191304,-28780.69805802074,-30173.026451619735,-30084.778499311862,-29018.117155180837,-30034.24489752262,-30183.065395091115,-28452.349493097558,-30184.4893909736,-30273.966732203462,-29653.65499429753,-30284.96818503678,-30087.711608859376,-28311.178291343585,-29407.156829037187,-30148.509402116222,-29565.5020139765,-30183.15843636152,-29712.831403641456,-28461.507988432113,-30403.36692718274,-30085.290177391646,-29928.34372070331,-30166.641345022286,-30281.758051387125,-30181.40736573463,-29538.687951632433,-29723.701810402046,-28565.679121266643,-30393.775269556456,-30146.877628482296,-28155.306082552313,-29899.776561297607,-30098.200631702304,-29892.675862325334,-29710.09479117332,-30127.72101038132,-28838.777425668304,-29468.113103649317,-30157.459105967228,-28575.63493508762,-29663.870669027656,-29394.816772296876,-28385.76071887126,-30650.826887519317,-29697.3602017838,-29411.823894969144,-29407.14941743668,-30058.163130791705,-29305.10400043633,-30173.307321465745,-30326.087228670032,-28353.797407043137,-28156.002682566977,-30323.93627084064,-29622.24217205074,-29682.45824715607,-30190.26888136808,-29719.071088846387,-30185.492990881692,-30015.77898165623,-28330.227516761257,-30642.634871451264,-29948.921234830854,-29463.29793327533,-29897.915940355695,-29738.454887538326,-28137.488660750536
77,-29735.522916157715,-30028.9197002808,-28504.331784213588,-29454.892772989675,-29925.69502196561,-29182.40480032177,-30135.60861273291,-29756.8933107369,-29428.98114471116,-30011.556996834403,-30083.514575014127,-28387.16932960536,-29707.907015255634,-30083.67323683296,-27635.306943332085,-30431.653317606568,-29648.53384730482,-28296.15412475528,-29764.777464173814,-29851.575492983313,-29123.774365234454,-29230.000175138477,-30178.20160191304,-28780.811511296713,-30174.02524935354,-30084.778499311862,-29018.117155180837,-30034.62521556476,-30183.065395091115,-28452.349493097558,-30184.4893909736,-30273.966732203462,-29653.80398375684,-30284.96818503678,-30087.711608859376,-28311.178291343585,-29407.156829037187,-30148.509402116222,-29565.5020139765,-30183.15843636152,-29712.831403641456,-28461.507988432113,-30403.6137957417,-30085.290177391646,-29928.34372070331,-30166.641345022286,-30281.758051387125,-30181.40736573463,-29566.310903352565,-29723.701810402046,-28565.679121266643,-30399.61728503965,-30146.877628482296,-28155.306082552313,-29901.92449443327,-30098.200631702304,-29892.675862325334,-29710.09479117332,-30127.72101038132,-28838.777425668304,-29468.36781807861,-30157.459105967228,-28575.63493508762,-29663.870669027656,-29394.816772296876,-28385.76071887126,-30650.826887519317,-29697.3602017838,-29411.823894969144,-29407.14941743668,-30058.163130791705,-29305.10400043633,-30180.629902181892,-30326.087228670032,-28353.797671357894,-28156.002682566977,-30323.93627084064,-29622.56065094196,-29682.45824715607,-30190.26888136808,-29719.071088846387,-30185.57350411191,-30015.77898165623,-28330.227516761257,-30643.273478882824,-29948.921234830854,-29463.299564870264,-29897.915940355695,-29738.454887538326,-28137.488660750536
78,-29735.522916157715,-30028.9197002808,-28504.331784213588,-29454.892772989675,-29925.69502196561,-29231.885739449142,-30136.477115169626,-29756.8933107369,-29429.271267174936,-30011.856486647597,-30219.16475261037,-28387.16941146027,-29707.907015255634,-30083.67323683296,-27635.306943332085,-30433.497204260722,-29648.53384730482,-28296.15412475528,-29764.777464173814,-29851.575492983313,-29123.77909601655,-29230.000175138477,-30178.20160191304,-28780.811511296713,-30174.824239693597,-30084.778499311862,-29018.383119849645,-30034.62521556476,-30183.065395091115,-28453.127537257384,-30184.614734600596,-30273.966732203462,-29653.80398375684,-30284.96818503678,-30087.711608859376,-28311.178291343585,-29407.156829037187,-30148.509402116222,-29565.5020139765,-30183.29384146588,-29712.831403641456,-28909.419553887266,-30404.81012390704,-30085.290177391646,-29928.34372070331,-30166.641345022286,-30281.758051387125,-30181.40736573463,-29596.47936005395,-29723.701810402046,-28565.679121266643,-30404.284546432402,-30197.129918264327,-28155.306082552313,-29903.597109306582,-30098.200631702304,-29892.675862325334,-29710.09479117332,-30127.72101038132,-28838.777425668304,-29468.36781807861,-30157.459105967228,-28575.63493508762,-29663.896185642276,-29394.816772296876,-28385.76071887126,-30650.826887519317,-29697.3602017838,-29411.823894969144,-29407.14941743668,-30058.163130791705,-29305.104394862574,-30180.629902181892,-30326.087228670032,-28353.797671357894,-28156.068839355677,-30323.93627084064,-29622.56065094196,-29682.45824715607,-30190.26888136808,-29719.071088846387,-30185.637913161532,-30015.77898165623,-28345.13237745755,-30643.345149504563,-29950.66393386892,-29463.299564870264,-29897.915940355695,-29738.454887538326,-28137.49619637435
79,-29735.522916157715,-30028.9197002808,-28504.331784213588,-29454.892772989675,-29925.69502196561,-29231.88580016342,-30136.477115169626,-29756.8933107369,-29429.68628544478,-30013.10906527021,-30219.16475261037,-28387.16941146027,-29707.907015255634,-30102.255268502842,-27635.306943332085,-30434.96416460379,-29648.53384730482,-28296.15412475528,-29764.777464173814,-29851.575492983313,-29123.77909601655,-29230.8431232514,-30178.20160191304,-28780.811511296713,-30175.463401343564,-30084.778499311862,-29018.383119849645,-30034.70893204352,-30188.269789827584,-28453.127537257384,-30184.614734600596,-30273.966732203462,-29653.80398375684,-30284.96818503678,-30087.711608859376,-28311.1804464704,-29407.156829037187,-30148.509402116222,-29565.5020139765,-30183.29384146588,-29712.831403641456,-28909.419553887266,-30404.81012390704,-30085.290177391646,-29928.34372070331,-30166.641345022286,-30281.758051387125,-30181.40736573463,-29609.368072058336,-29723.701810402046,-28565.679121266643,-30409.226728089612,-30197.129918264327,-28155.30778860757,-29904.75039098181,-30098.200631702304,-29892.675862325334,-29710.252436408016,-30127.72101038132,-28838.777425668304,-29468.36781807861,-30157.459105967228,-28575.63493508762,-29663.896185642276,-29397.45524492891,-28385.76071887126,-30650.827993769904,-29697.3602017838,-29411.824575663682,-29407.14941743668,-30058.163130791705,-29305.104394862574,-30186.89666154859,-30326.087228670032,-28353.799104737438,-28156.38676268994,-30323.93627084064,-29622.56065094196,-29682.45824715607,-30190.26888136808,-29719.071088846387,-30185.68943941911,-30037.949190004518,-28345.13237745755,-30643.40250545253,-29979.425855132493,-29463.299564870264,-29897.915940355695,-29738.454887538326,-28137.49619637435
